,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
2764,KTR,2018-12-14,2019-01-16,33,Friday,688909,GBP,83122,500000,449292,0.166244,5.405211616659849,0.898584,20-25,B,michaeltaylor,bvega@yahoo.com,Johnny Snyder,M,59
2765,KTR,2019-01-11,2019-02-12,32,Friday,619230,EUR,29395,500000,20902,0.05879,0.711073311787719,0.041804,30-45,M,michaeltaylor,bvega@yahoo.com,Johnny Snyder,M,59
2766,KTR,2019-08-31,2020-05-14,257,Saturday,156269,USD,76366,499999,64978,0.15273230546461092,0.8508760443129141,0.12995625991251983,40-45,M,michaeltaylor,bvega@yahoo.com,Johnny Snyder,M,59
2767,BYU,2018-07-20,2019-01-05,169,Friday,97559,USD,13603,499997,23203,0.02720616323697942,1.70572667793869,0.046406278437670624,35-50,B,michaeltaylor,bvega@yahoo.com,Johnny Snyder,M,59
2768,BYU,2018-11-07,2019-10-25,352,Wednesday,498201,GBP,19573,500001,113987,0.03914592170815658,5.823685689470189,0.2279735440529119,40-45,F,michaeltaylor,bvega@yahoo.com,Johnny Snyder,M,59
2769,BYU,2018-05-28,2018-09-14,109,Monday,494129,GBP,32717,499998,162831,0.06543426173704694,4.976953877189229,0.32566330265321064,20-40,F,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2770,GRZ,2018-04-12,2019-03-27,349,Thursday,804383,USD,42395,500000,657787,0.08479,15.51567401816252,1.315574,20-35,F,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2771,BYU,2018-03-09,2018-12-31,297,Friday,663781,GBP,47542,499998,330845,0.09508438033752135,6.95900466955534,0.661692646770587,35-55,M,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2772,BYU,2019-06-09,2020-11-04,514,Sunday,673917,EUR,21037,500002,382115,0.04207383170467318,18.163949232304986,0.7642269430922276,30-50,B,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2773,KTR,2018-09-07,2020-01-15,495,Friday,513792,EUR,65328,499997,413439,0.13065678394070365,6.328664584864071,0.8268829612977678,30-45,M,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2774,BYU,2018-10-02,2018-12-07,66,Tuesday,584555,EUR,38413,500002,557026,0.0768256926972292,14.50097623200479,1.1140475438098247,25-35,F,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2775,GRZ,2018-01-11,2018-08-26,227,Thursday,111584,GBP,50657,500000,96562,0.101314,1.9061926288568214,0.193124,25-30,F,pmarks,erikamiddleton@foster-hardin.org,Angela Howe,F,60
2776,GRZ,2019-04-20,2021-04-12,723,Saturday,666337,GBP,77760,499997,255978,0.15552093312559875,3.291898148148148,0.5119590717544306,35-55,M,zcain,ryanmaddox@gmail.com,Joel May,M,57
2777,AKX,2019-04-30,2021-04-25,726,Tuesday,22172,USD,71134,500001,14815,0.14226771546456907,0.20826890094750752,0.02962994074011852,25-45,F,zcain,ryanmaddox@gmail.com,Joel May,M,57
2778,GRZ,2018-01-19,2019-08-17,575,Friday,977067,GBP,48422,500000,511223,0.096844,10.557659741439842,1.022446,35-40,B,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2779,KTR,2019-11-03,2020-03-26,144,Sunday,683264,USD,23971,500001,411593,0.047941904116191765,17.17045596762755,0.8231843536312927,35-50,F,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2780,BYU,2018-06-26,2019-04-04,282,Tuesday,889830,GBP,39304,499998,454076,0.07860831443325773,11.552920822308161,0.9081556326225305,40-60,M,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2781,KTR,2018-05-02,2019-07-24,448,Wednesday,112510,GBP,30962,500004,84973,0.0619235046119631,2.7444286544796848,0.16994464044287647,40-45,B,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2782,BYU,2019-04-19,2020-05-24,401,Friday,769309,EUR,93515,500000,439759,0.18703,4.702550392985082,0.879518,40-55,B,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2783,AKX,2018-05-01,2019-03-28,331,Tuesday,680006,EUR,88476,499998,547242,0.17695270781083125,6.1852027668520275,1.0944883779535117,35-50,F,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2784,AKX,2019-07-01,2020-10-01,458,Monday,182552,EUR,17477,499998,127264,0.03495413981655927,7.281798935744121,0.2545290181160725,20-30,F,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2785,BYU,2019-04-03,2019-09-21,171,Wednesday,692633,GBP,11348,500000,642932,0.022696,56.655974621078606,1.285864,25-45,M,idavis,davidcollier@hotmail.com,Theresa Reyes,F,38
2786,GRZ,2019-01-14,2020-01-15,366,Monday,592725,USD,36853,500001,59300,0.07370585258829482,1.6090955960166065,0.11859976280047439,20-35,M,zneal,tabitha97@yahoo.com,Allison Perez,F,62
2787,BYU,2019-10-18,2021-10-02,715,Friday,643903,EUR,33179,500001,527620,0.06635786728426543,15.902227312456674,1.055237889524221,30-35,B,zneal,tabitha97@yahoo.com,Allison Perez,F,62
2788,GRZ,2019-06-19,2020-08-18,426,Wednesday,644852,USD,50735,499999,261510,0.10147020294040589,5.154429880752932,0.5230210460420921,30-35,B,zneal,tabitha97@yahoo.com,Allison Perez,F,62
2789,AKX,2019-04-19,2020-02-15,302,Friday,181261,EUR,80541,499999,151365,0.16108232216464433,1.8793533728163296,0.30273060546121094,40-50,B,redwards,morgan49@duncan.com,Sandy Berry,F,60
2790,GRZ,2019-01-12,2019-05-23,131,Saturday,581288,GBP,19563,499997,49821,0.03912623475740854,2.5466952921331085,0.09964259785558713,25-40,M,redwards,morgan49@duncan.com,Sandy Berry,F,60
2791,BYU,2018-11-02,2019-03-18,136,Friday,567051,GBP,56066,499996,152048,0.1121328970631765,2.7119466343238328,0.3040984327874623,35-55,F,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2792,AKX,2019-01-11,2019-04-27,106,Friday,904876,EUR,53622,500000,594653,0.107244,11.089720637051956,1.189306,35-55,M,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2793,KTR,2018-10-17,2018-11-14,28,Wednesday,257396,USD,22364,500001,246198,0.04472791054417891,11.008674655696655,0.4923950152099696,35-50,B,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2794,KTR,2018-01-04,2018-11-22,322,Thursday,508190,GBP,69847,499997,815,0.139694838169029,0.011668360845848784,0.0016300097800586804,25-35,F,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2795,AKX,2018-04-23,2020-01-02,619,Monday,175156,GBP,23264,500001,86280,0.04652790694418611,3.7087345254470425,0.17255965488069025,35-50,B,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2796,KTR,2018-08-22,2018-09-29,38,Wednesday,837293,USD,48436,499997,108926,0.0968725812354874,2.248864480964572,0.21785330711984272,30-50,B,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2797,GRZ,2018-08-20,2019-06-08,292,Monday,199549,EUR,31067,500001,154920,0.06213387573224854,4.9866417742298905,0.30983938032123937,35-45,F,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2798,GRZ,2018-05-11,2018-06-24,44,Friday,272916,GBP,41358,500002,125740,0.08271566913732345,3.040282412108903,0.2514789940840237,20-30,B,micheleramsey,lisavaldez@pace-gibson.com,Martin Hunt,M,73
2799,KTR,2019-01-14,2019-02-02,19,Monday,192983,GBP,10344,499999,184095,0.020688041376082753,17.797273781902554,0.36819073638147276,35-40,F,aschultz,pwalker@thompson.com,Eddie Schwartz,M,48
2800,BYU,2018-09-09,2018-10-24,45,Sunday,601988,EUR,52447,500002,135524,0.1048935804256783,2.584018151657864,0.27104691581233675,30-50,M,aschultz,pwalker@thompson.com,Eddie Schwartz,M,48
2801,BYU,2018-03-12,2019-11-15,613,Monday,559471,USD,39111,499998,131254,0.07822231288925156,3.3559356702717906,0.2625090500362001,40-55,F,aschultz,pwalker@thompson.com,Eddie Schwartz,M,48
2802,GRZ,2018-07-10,2019-09-18,435,Tuesday,322184,USD,43678,500000,203068,0.087356,4.649205549704657,0.406136,30-45,M,aschultz,pwalker@thompson.com,Eddie Schwartz,M,48
2803,AKX,2018-07-27,2019-09-03,403,Friday,756347,USD,35511,499998,446513,0.07102228408913636,12.573934837092732,0.8930295721182885,20-25,F,johncross,nguyenmichelle@hotmail.com,Edward Jones,M,59
2804,KTR,2018-10-28,2020-07-29,640,Sunday,225134,USD,14848,500002,125242,0.029695881216475133,8.434940732758621,0.2504829980680077,20-45,B,johncross,nguyenmichelle@hotmail.com,Edward Jones,M,59
2805,KTR,2019-07-04,2020-01-09,189,Thursday,744574,USD,18960,500001,524964,0.03791992416015168,27.687974683544304,1.0499259001481998,20-30,M,johncross,nguyenmichelle@hotmail.com,Edward Jones,M,59
2806,GRZ,2019-03-19,2019-05-29,71,Tuesday,249218,EUR,26192,499997,205968,0.05238431430588584,7.8637751985339035,0.4119384716308298,30-50,B,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2807,KTR,2019-04-21,2020-08-01,468,Sunday,742001,EUR,58253,500001,615557,0.11650576698846603,10.566957924913739,1.2311115377769244,25-45,F,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2808,AKX,2018-05-09,2019-08-23,471,Wednesday,293192,USD,50380,500000,134028,0.10076,2.660341405319571,0.268056,25-40,M,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2809,BYU,2017-12-13,2018-05-19,157,Wednesday,290758,EUR,31545,500000,58081,0.06309,1.8412109684577587,0.116162,40-55,M,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2810,AKX,2019-02-08,2019-04-27,78,Friday,300236,EUR,11713,499998,53160,0.023426093704374817,4.538546913685648,0.10632042528170113,40-55,M,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2811,AKX,2018-09-19,2019-09-12,358,Wednesday,286158,GBP,26722,499998,145489,0.053444213776855105,5.444540079335379,0.2909791639166557,30-35,M,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2812,BYU,2018-11-17,2020-08-28,650,Saturday,686701,USD,35924,500000,112702,0.071848,3.1372341610065693,0.225404,35-50,F,paulshaw,timothycontreras@yahoo.com,Taylor Perez,M,18
2813,KTR,2017-11-29,2019-11-16,717,Wednesday,223991,GBP,29100,499999,84784,0.0582001164002328,2.9135395189003437,0.16956833913667826,40-55,F,mblackburn,amymiller@rogers.com,Emily Chapman,F,24
2814,BYU,2019-06-07,2020-04-14,312,Friday,965091,EUR,57557,500001,748118,0.11511376977246046,12.99786298799451,1.496233007533985,30-45,B,mblackburn,amymiller@rogers.com,Emily Chapman,F,24
2815,GRZ,2019-07-06,2020-10-20,472,Saturday,165683,EUR,50647,500000,13834,0.101294,0.2731454972653859,0.027668,40-55,B,mblackburn,amymiller@rogers.com,Emily Chapman,F,24
2816,AKX,2019-11-04,2021-08-12,647,Monday,197018,USD,33036,500001,121535,0.06607186785626429,3.6788654800823344,0.24306951386097228,35-50,M,austin06,cwong@goodwin.net,Tiffany Davis,F,23
2817,KTR,2018-09-04,2019-03-12,189,Tuesday,400176,USD,37113,499999,158483,0.0742261484522969,4.270282650284267,0.31696663393326785,20-40,B,austin06,cwong@goodwin.net,Tiffany Davis,F,23
2818,AKX,2019-03-04,2020-01-31,333,Monday,589128,USD,34694,500003,361520,0.06938758367449795,10.42024557560385,0.7230356617860293,35-50,B,austin06,cwong@goodwin.net,Tiffany Davis,F,23
2819,KTR,2019-07-25,2020-10-26,459,Thursday,912584,USD,71943,500000,838491,0.143886,11.654935156999292,1.676982,25-30,B,austin06,cwong@goodwin.net,Tiffany Davis,F,23
2820,KTR,2019-01-02,2019-03-29,86,Wednesday,949346,EUR,42861,499999,490853,0.0857221714443429,11.452205968129535,0.9817079634159268,40-55,F,austin06,cwong@goodwin.net,Tiffany Davis,F,23
2821,KTR,2019-03-28,2020-12-03,616,Thursday,648535,USD,45512,500004,587312,0.0910232718138255,12.904552645456143,1.1746146030831752,40-50,B,austin06,cwong@goodwin.net,Tiffany Davis,F,23
2822,GRZ,2018-05-10,2019-11-26,565,Thursday,72615,EUR,89729,500000,36615,0.179458,0.4080620535167003,0.07323,20-40,M,campbelllisa,stephenslaura@hotmail.com,Todd Jenkins,M,33
2823,KTR,2018-12-13,2019-03-04,81,Thursday,701968,EUR,21499,499999,222670,0.04299808599617199,10.357225917484534,0.44534089068178134,20-30,F,campbelllisa,stephenslaura@hotmail.com,Todd Jenkins,M,33
2824,GRZ,2019-02-02,2020-02-08,371,Saturday,937398,GBP,85187,500000,51734,0.170374,0.6072992357988894,0.103468,30-40,F,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2825,BYU,2017-12-18,2019-10-14,665,Monday,168920,GBP,26671,500000,116388,0.053342,4.363840875857673,0.232776,25-30,B,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2826,BYU,2019-06-11,2020-01-27,230,Tuesday,366329,GBP,56842,499998,84683,0.11368445473781895,1.4897962774005138,0.16936667746670986,20-40,M,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2827,AKX,2019-01-11,2019-10-27,289,Friday,623481,GBP,62142,500001,223716,0.12428375143249713,3.600077242444723,0.4474311051377897,40-55,M,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2828,AKX,2019-01-09,2019-06-17,159,Wednesday,624913,EUR,35422,500002,71825,0.0708437166251335,2.0276946530404834,0.1436494254022984,25-45,M,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2829,AKX,2018-05-29,2019-11-05,525,Tuesday,855289,EUR,45842,500000,737958,0.091684,16.09785785960473,1.475916,40-60,M,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2830,AKX,2019-06-26,2020-06-28,368,Wednesday,117869,USD,76371,499999,7164,0.15274230548461096,0.09380524020897985,0.014328028656057312,20-45,F,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2831,GRZ,2018-08-09,2019-12-22,500,Thursday,164287,EUR,39620,500000,42108,0.07924,1.062796567390207,0.084216,35-45,B,pughsarah,callahancarrie@hotmail.com,Thomas Oliver,M,80
2832,GRZ,2019-05-08,2021-01-05,608,Wednesday,831039,USD,37593,500001,808922,0.07518584962830074,21.51788896869098,1.6178407643184713,25-30,M,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2833,KTR,2019-05-31,2021-02-10,621,Friday,303721,GBP,40087,500005,110087,0.08017319826801732,2.7462020106268867,0.2201717982820172,35-50,B,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2834,KTR,2019-08-15,2021-05-09,633,Thursday,768387,EUR,86781,499995,621595,0.1735637356373564,7.162800613037416,1.2432024320243202,35-50,F,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2835,BYU,2019-04-07,2019-08-18,133,Sunday,513633,GBP,76948,500001,439379,0.15389569220861557,5.710076935073037,0.878756242487515,40-65,B,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2836,BYU,2017-12-01,2019-09-13,651,Friday,55494,USD,44716,499999,12535,0.08943217886435773,0.28032471598532965,0.02507005014010028,25-40,M,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2837,GRZ,2018-09-19,2020-04-08,567,Wednesday,871636,USD,52964,499999,156906,0.10592821185642372,2.9625028321123783,0.31381262762525525,40-50,F,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2838,KTR,2018-04-19,2018-05-24,35,Thursday,907840,GBP,16282,499998,272982,0.03256413025652102,16.765876427957252,0.5459661838647355,25-40,F,shirley68,qwerner@weeks-white.com,Jessica Delgado,F,39
2839,KTR,2019-05-29,2021-01-09,591,Wednesday,751710,USD,49875,499999,520526,0.099750199500399,10.436611528822056,1.0410540821081642,20-35,B,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2840,KTR,2019-10-21,2021-09-29,709,Monday,653414,EUR,19263,500000,312044,0.038526,16.19913824430255,0.624088,30-35,M,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2841,BYU,2018-11-23,2019-02-06,75,Friday,151726,EUR,11284,500000,22630,0.022568,2.0054945054945055,0.04526,35-50,B,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2842,KTR,2017-12-08,2018-06-11,185,Friday,358076,USD,74290,500001,202192,0.14857970284059432,2.721658365863508,0.40438319123361754,30-45,B,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2843,BYU,2018-09-28,2019-02-09,134,Friday,703226,GBP,42240,499994,225322,0.08448101377216527,5.334327651515151,0.45064940779289353,40-55,B,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2844,AKX,2019-02-28,2020-12-21,662,Thursday,590127,GBP,57305,499999,343192,0.11461022922045844,5.988866591047902,0.6863853727707455,45-55,B,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2845,AKX,2018-05-25,2018-06-28,34,Friday,760327,EUR,53845,500002,605871,0.10768956924172303,11.252131117095367,1.2117371530513878,20-40,B,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2846,AKX,2019-07-10,2020-09-16,434,Wednesday,788675,GBP,75154,500001,293590,0.15030769938460123,3.906511962104479,0.5871788256423487,35-45,F,nelsoncharles,mphillips@johnson-garcia.org,Jose Huffman,M,31
2847,AKX,2018-01-30,2018-02-27,28,Tuesday,442660,GBP,90740,500001,70806,0.18147963704072592,0.7803173903460436,0.14161171677656645,40-55,B,charlessimpson,alanscott@perez.com,Amy Boyd,F,75
2848,GRZ,2018-02-26,2018-05-06,69,Monday,711217,USD,15767,499998,656899,0.031534126136504546,41.66290353269487,1.3138032552130208,20-25,F,charlessimpson,alanscott@perez.com,Amy Boyd,F,75
2849,GRZ,2019-10-14,2020-11-03,386,Monday,771732,EUR,30208,499996,219622,0.06041648333186665,7.270325741525424,0.43924751398011186,40-50,F,charlessimpson,alanscott@perez.com,Amy Boyd,F,75
2850,AKX,2018-04-25,2019-04-22,362,Wednesday,834065,USD,34999,500000,743153,0.069998,21.233549529986572,1.486306,40-60,B,charlessimpson,alanscott@perez.com,Amy Boyd,F,75
2851,BYU,2018-11-20,2020-11-13,724,Tuesday,244448,USD,66025,500000,216958,0.13205,3.285997728133283,0.433916,40-55,M,charlessimpson,alanscott@perez.com,Amy Boyd,F,75
2852,KTR,2019-10-22,2020-12-23,428,Tuesday,143294,USD,26184,500001,27564,0.05236789526420947,1.0527039413382218,0.05512788974422051,35-45,F,charlessimpson,alanscott@perez.com,Amy Boyd,F,75
2853,BYU,2018-10-04,2019-09-05,336,Thursday,873254,USD,63493,499997,614976,0.1269867619205715,9.68572913549525,1.2299593797562784,35-45,M,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2854,AKX,2018-09-21,2020-02-15,512,Friday,56886,USD,20980,499999,2879,0.04196008392016784,0.13722592945662535,0.005758011516023032,25-40,F,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2855,GRZ,2018-06-15,2019-12-09,542,Friday,13931,USD,47250,499998,2063,0.09450037800151201,0.043661375661375665,0.004126016504066016,20-25,F,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2856,AKX,2019-08-09,2020-11-20,469,Friday,640573,USD,30081,500000,305741,0.060162,10.163924071673149,0.611482,20-35,B,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2857,GRZ,2017-12-14,2019-02-18,431,Thursday,4391,USD,37555,499997,3482,0.07511045066270397,0.09271734788976169,0.006964041784250706,45-50,B,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2858,GRZ,2019-01-08,2020-10-07,638,Tuesday,806416,GBP,41817,500001,687638,0.08363383273233453,16.443982112537963,1.3752732494535012,40-65,F,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2859,KTR,2018-07-28,2019-09-05,404,Saturday,878392,GBP,48000,499997,333230,0.09600057600345602,6.942291666666667,0.6664639987839927,25-40,F,guerrerogeorge,xjohnson@mcneil.net,Christian Diaz,M,79
2860,KTR,2019-07-20,2021-02-06,567,Saturday,646293,EUR,12409,499998,475621,0.02481809927239709,38.3287130308647,0.95124580498322,45-55,F,martinkelly,samuel26@yahoo.com,Nathaniel Bell,M,83
2861,KTR,2019-08-01,2021-06-16,685,Thursday,451134,EUR,65399,499995,60116,0.13079930799307993,0.9192189483019618,0.12023320233202332,20-45,F,martinkelly,samuel26@yahoo.com,Nathaniel Bell,M,83
2862,GRZ,2019-08-04,2021-06-29,695,Sunday,136024,EUR,31286,500000,60652,0.062572,1.938630697436553,0.121304,25-50,F,martinkelly,samuel26@yahoo.com,Nathaniel Bell,M,83
2863,GRZ,2018-09-26,2019-07-01,278,Wednesday,835273,EUR,30880,499998,605725,0.06176024704098816,19.61544689119171,1.2114548458193832,35-40,B,martinkelly,samuel26@yahoo.com,Nathaniel Bell,M,83
2864,BYU,2018-03-26,2018-06-22,88,Monday,724845,EUR,15235,499996,647959,0.030470243761950094,42.530948473908765,1.2959283674269395,30-45,M,wellsbryan,bridgetmeyers@hall.com,Andrew Simmons,M,19
2865,KTR,2018-04-17,2019-07-02,441,Tuesday,991243,EUR,28105,499996,691168,0.056210449683597466,24.592350115637785,1.3823470587764701,35-40,M,wellsbryan,bridgetmeyers@hall.com,Andrew Simmons,M,19
2866,KTR,2019-04-04,2021-03-16,712,Thursday,353361,GBP,84945,500000,197495,0.16989,2.3249749838130556,0.39499,20-25,M,wellsbryan,bridgetmeyers@hall.com,Andrew Simmons,M,19
2867,GRZ,2018-01-21,2019-11-08,656,Sunday,120401,USD,26824,500001,39239,0.05364789270421459,1.4628317924246943,0.0784778430443139,30-50,F,wellsbryan,bridgetmeyers@hall.com,Andrew Simmons,M,19
2868,GRZ,2019-09-19,2019-11-08,50,Thursday,537735,EUR,50422,499999,310729,0.10084420168840337,6.162567926698664,0.6214592429184859,20-40,F,yhernandez,vknight@alexander.com,Jennifer Rodriguez,F,42
2869,AKX,2019-05-29,2020-07-05,403,Wednesday,832335,GBP,53968,499996,784307,0.10793686349490796,14.532815742662319,1.568626549012392,30-45,B,yhernandez,vknight@alexander.com,Jennifer Rodriguez,F,42
2870,KTR,2019-02-24,2019-08-10,167,Sunday,919650,USD,41920,500003,429162,0.08383949696301822,10.237643129770992,0.8583188500868995,25-35,B,yhernandez,vknight@alexander.com,Jennifer Rodriguez,F,42
2871,AKX,2019-05-18,2021-03-19,671,Saturday,824784,USD,44318,500000,205214,0.088636,4.630488740466627,0.410428,30-55,M,yhernandez,vknight@alexander.com,Jennifer Rodriguez,F,42
2872,BYU,2018-12-15,2019-10-22,311,Saturday,530982,EUR,57056,500002,406197,0.11411154355382579,7.1192687885586095,0.8123907504369983,30-50,B,gonzalezthomas,christinethornton@gmail.com,Patricia Richardson,F,67
2873,BYU,2018-10-29,2019-06-16,230,Monday,892052,GBP,8382,500003,177931,0.0167638994166035,21.227749940348364,0.35585986484081095,25-40,F,gonzalezthomas,christinethornton@gmail.com,Patricia Richardson,F,67
2874,GRZ,2019-08-21,2020-07-27,341,Wednesday,986214,USD,17832,500004,688654,0.035663714690282476,38.618999551368326,1.377296981624147,35-55,M,gonzalezthomas,christinethornton@gmail.com,Patricia Richardson,F,67
2875,BYU,2019-03-29,2020-02-04,312,Friday,767641,USD,34429,499999,388541,0.06885813771627543,11.285282755816318,0.7770835541671083,25-35,M,kylejuarez,raymondjennings@mason.com,Carlos Cline,M,49
2876,AKX,2019-10-27,2021-09-24,698,Sunday,6502,USD,48736,500001,1860,0.09747180505638989,0.038164806303348654,0.00371999256001488,20-30,B,kylejuarez,raymondjennings@mason.com,Carlos Cline,M,49
2877,BYU,2018-01-21,2018-05-18,117,Sunday,986632,GBP,31305,500002,43136,0.06260974956100175,1.3779268487462066,0.08627165491338035,35-45,M,kylejuarez,raymondjennings@mason.com,Carlos Cline,M,49
2878,AKX,2019-06-08,2019-10-29,143,Saturday,589324,GBP,38052,500001,211089,0.07610384779230442,5.5473825291706085,0.4221771556456887,35-55,B,kylejuarez,raymondjennings@mason.com,Carlos Cline,M,49
2879,KTR,2018-03-24,2020-02-08,686,Saturday,158365,USD,25846,500000,19652,0.051692,0.7603497639866904,0.039304,30-50,B,kylejuarez,raymondjennings@mason.com,Carlos Cline,M,49
2880,AKX,2018-01-15,2019-01-09,359,Monday,163515,EUR,71183,499996,37708,0.1423671389371115,0.5297332228200553,0.07541660333282667,35-45,B,brownwilliam,umartin@nguyen.com,Theresa York,F,24
2881,KTR,2019-10-05,2021-09-22,718,Saturday,770534,USD,38252,499998,54863,0.07650430601722406,1.434251803827251,0.10972643890575562,20-40,B,brownwilliam,umartin@nguyen.com,Theresa York,F,24
2882,GRZ,2019-03-31,2019-07-21,112,Sunday,707659,USD,52289,500001,452495,0.10457779084441832,8.653732142515635,0.90498819002362,40-60,M,brownwilliam,umartin@nguyen.com,Theresa York,F,24
2883,BYU,2018-04-06,2020-03-02,696,Friday,839330,EUR,41232,500000,190677,0.082464,4.624490686845169,0.381354,20-25,B,brownwilliam,umartin@nguyen.com,Theresa York,F,24
2884,GRZ,2019-09-05,2020-02-22,170,Thursday,861577,EUR,43125,500004,88958,0.08624931000551996,2.0627942028985506,0.17791457668338653,30-50,B,kristataylor,asantos@yahoo.com,Erika Oliver MD,F,25
2885,KTR,2017-11-24,2018-07-25,243,Friday,998522,EUR,29999,500001,571757,0.059997880004239994,19.059201973399112,1.143511712976574,35-55,B,kristataylor,asantos@yahoo.com,Erika Oliver MD,F,25
2886,BYU,2018-04-14,2018-12-07,237,Saturday,7350,GBP,18710,499999,6361,0.037420074840149684,0.3399786210582576,0.012722025444050888,35-40,M,kristataylor,asantos@yahoo.com,Erika Oliver MD,F,25
2887,KTR,2018-03-27,2019-05-21,420,Tuesday,141725,EUR,46867,500001,44640,0.09373381253237494,0.9524825570230653,0.08927982144035712,35-45,F,kristataylor,asantos@yahoo.com,Erika Oliver MD,F,25
2888,GRZ,2018-04-11,2018-07-14,94,Wednesday,833613,EUR,50589,499999,453162,0.1011782023564047,8.957718081005753,0.9063258126516253,35-40,F,kristataylor,asantos@yahoo.com,Erika Oliver MD,F,25
2889,GRZ,2018-07-01,2020-03-14,622,Sunday,332394,USD,50492,500000,182118,0.100984,3.606868414798384,0.364236,45-70,B,rvelasquez,sharonmullins@hotmail.com,Brent Moody,M,33
2890,AKX,2019-06-22,2021-06-21,730,Saturday,324197,GBP,63211,499999,98336,0.1264222528445057,1.5556786002436285,0.1966723933447867,20-35,F,rvelasquez,sharonmullins@hotmail.com,Brent Moody,M,33
2891,AKX,2019-06-13,2019-09-29,108,Thursday,673197,EUR,71411,500002,435455,0.14282142871428513,6.0978700760387055,0.8709065163739345,45-55,F,rvelasquez,sharonmullins@hotmail.com,Brent Moody,M,33
2892,GRZ,2018-03-05,2019-08-16,529,Monday,523472,EUR,35549,499998,125289,0.07109828439313758,3.524402936791471,0.25057900231600927,45-70,M,rvelasquez,sharonmullins@hotmail.com,Brent Moody,M,33
2893,GRZ,2018-06-13,2019-11-21,526,Wednesday,85617,EUR,26845,500001,11804,0.05368989262021476,0.4397094430992736,0.023607952784094433,20-25,M,rvelasquez,sharonmullins@hotmail.com,Brent Moody,M,33
2894,KTR,2018-02-22,2019-04-19,421,Thursday,10881,USD,58440,500000,8549,0.11688,0.14628678986995208,0.017098,25-30,M,rvelasquez,sharonmullins@hotmail.com,Brent Moody,M,33
